sciname,common_name,genus,subfamily,family,order,class,superclass,phylum,kingdom,isscaap
cetoscarus bicolor,bicolour parrotfish,cetoscarus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chaceon,chaceon geryons nei,chaceon,NA,geryonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chaceon affinis,deep-sea red crab,chaceon,NA,geryonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chaceon bicolor,pacific golden crab,chaceon,NA,geryonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chaceon fenneri,golden deepsea crab,chaceon,NA,geryonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chaceon macphersoni,pink geryon,chaceon,NA,geryonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chaceon maritae,west african geryon,chaceon,NA,geryonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chaceon notialis,southwest atlantic red crab,chaceon,NA,geryonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chaceon quinquedens,red crab,chaceon,NA,geryonidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chaenocephalus aceratus,blackfin icefish,chaenocephalus,NA,channichthyidae,perciformes/notothenioidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chaenodraco wilsoni,spiny icefish,chaenodraco,NA,channichthyidae,perciformes/notothenioidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chaetodipterus faber,atlantic spadefish,chaetodipterus,NA,ephippidae,acanthuriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chaetodipterus zonatus,pacific spadefish,chaetodipterus,NA,ephippidae,acanthuriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chaetodon,butterflyfishes nei,chaetodon,NA,chaetodontidae,acanthuriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chaetodon capistratus,foureye butterflyfish,chaetodon,NA,chaetodontidae,acanthuriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chaetodon lunula,raccoon butterflyfish,chaetodon,NA,chaetodontidae,acanthuriformes,teleostei,osteichthyes,chordata,animalia,NA
chaetodon sedentarius,reef butterflyfish,chaetodon,NA,chaetodontidae,acanthuriformes,teleostei,osteichthyes,chordata,animalia,NA
chaetodon striatus,banded butterflyfish,chaetodon,NA,chaetodontidae,acanthuriformes,teleostei,osteichthyes,chordata,animalia,NA
chaetodon unimaculatus,teardrop butterflyfish,chaetodon,NA,chaetodontidae,acanthuriformes,teleostei,osteichthyes,chordata,animalia,NA
chaetodontidae,butterflyfishes,NA,NA,chaetodontidae,acanthuriformes,teleostei,osteichthyes,chordata,animalia,NA
chamelea gallina,striped venus,chamelea,NA,veneridae,venerida,bivalvia,NA,mollusca,animalia,"Clams, cockles, arkshells"
champsocephalus esox,pike icefish,champsocephalus,NA,channichthyidae,perciformes/notothenioidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
champsocephalus gunnari,mackerel icefish,champsocephalus,NA,channichthyidae,perciformes/notothenioidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
channa,snakeheads(=murrels) nei,channa,NA,channidae,anabantiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
channa argus,snakehead,channa,NA,channidae,anabantiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
channa marulius,great snakehead,channa,NA,channidae,anabantiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
channa micropeltes,indonesian snakehead,channa,NA,channidae,anabantiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
channa punctata,spotted snakehead,channa,NA,channidae,anabantiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
channa striata,striped snakehead,channa,NA,channidae,anabantiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
channichthyidae,crocodile icefishes nei,NA,NA,channichthyidae,perciformes/notothenioidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
channichthys rhinoceratus,unicorn icefish,channichthys,NA,channichthyidae,perciformes/notothenioidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chanos chanos,milkfish,chanos,NA,chanidae,gonorynchiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous diadromous fishes
characidae,characins nei,NA,NA,characidae,characiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
charybdis,charybdis crabs nei,charybdis,NA,portunidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
charybdis anisodon,twospined arm swimming crab,charybdis,NA,portunidae,decapoda,malacostraca,NA,arthropoda,animalia,NA
charybdis feriata,crucifix crab,charybdis,NA,portunidae,decapoda,malacostraca,NA,arthropoda,animalia,NA
charybdis hellerii,spiny hands,charybdis,NA,portunidae,decapoda,malacostraca,NA,arthropoda,animalia,NA
chasmodes saburrae,florida blenny,chasmodes,salariinae,blenniidae,blenniiformes,teleostei,osteichthyes,chordata,animalia,NA
cheilinus,wrasses,cheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,chordata,animalia,NA
cheilinus trilobatus,tripletail wrasse,cheilinus,cheilininae,labridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
cheilinus undulatus,humphead wrasse,cheilinus,cheilininae,labridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
cheilio inermis,cigar wrasse,cheilio,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,chordata,animalia,NA
cheilodactylus variegatus,peruvian morwong,cheilodactylus,NA,cheilodactylidae,centrarchiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
cheilopogon agoo,japanese flyingfish,cheilopogon,NA,exocoetidae,beloniformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
cheilopogon heterurus,mediterranean flyingfish,cheilopogon,NA,exocoetidae,beloniformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
cheilopogon melanurus,atlantic flyingfish,cheilopogon,NA,exocoetidae,beloniformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
cheilopogon unicolor,limpidwing flyingfish,cheilopogon,NA,exocoetidae,beloniformes,teleostei,osteichthyes,chordata,animalia,NA
cheimerius nufar,santer seabream,cheimerius,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chelidonichthys,indo-pacific gurnards,chelidonichthys,triglinae,triglidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chelidonichthys capensis,cape gurnard,chelidonichthys,triglinae,triglidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chelidonichthys cuculus,red gurnard,chelidonichthys,triglinae,triglidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chelidonichthys kumu,bluefin gurnard,chelidonichthys,triglinae,triglidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chelidonichthys lastoviza,streaked gurnard,chelidonichthys,triglinae,triglidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chelidonichthys lucerna,tub gurnard,chelidonichthys,triglinae,triglidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chelidonichthys obscurus,longfin gurnard,chelidonichthys,triglinae,triglidae,perciformes/scorpaenoidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chelon auratus,golden grey mullet,chelon,NA,mugilidae,mugiliformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chelon labrosus,thicklip grey mullet,chelon,NA,mugilidae,mugiliformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chelon ramada,thinlip grey mullet,chelon,NA,mugilidae,mugiliformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chelon saliens,leaping mullet,chelon,NA,mugilidae,mugiliformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
cherax,smooth marron crayfish,cherax,NA,parastacidae,decapoda,malacostraca,NA,arthropoda,animalia,Freshwater crustaceans
cherax destructor,yabby crayfish,cherax,NA,parastacidae,decapoda,malacostraca,NA,arthropoda,animalia,Freshwater crustaceans
cherax quadricarinatus,red claw crayfish,cherax,NA,parastacidae,decapoda,malacostraca,NA,arthropoda,animalia,Freshwater crustaceans
chiloscyllium arabicum,arabian carpetshark,chiloscyllium,NA,hemiscylliidae,orectolobiformes,elasmobranchii,chondrichthyes,chordata,animalia,NA
chiloscyllium punctatum,brownbanded bambooshark,chiloscyllium,NA,hemiscylliidae,orectolobiformes,elasmobranchii,chondrichthyes,chordata,animalia,NA
chimaera,,chimaera,NA,chimaeridae,chimaeriformes,holocephali,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
chimaera monstrosa,rabbit fish,chimaera,NA,chimaeridae,chimaeriformes,holocephali,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
chimaera phantasma,silver chimaera,chimaera,NA,chimaeridae,chimaeriformes,holocephali,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
chimaeriformes,"chimaeras, etc. nei",NA,NA,NA,chimaeriformes,holocephali,chondrichthyes,chordata,animalia,"Sharks, rays, chimaeras"
chione subrugosa,semi-rough venus,chione,chioninae,veneridae,venerida,bivalvia,NA,mollusca,animalia,"Clams, cockles, arkshells"
chionobathyscus dewitti,,chionobathyscus,NA,channichthyidae,perciformes/notothenioidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chionodraco hamatus,,chionodraco,NA,channichthyidae,perciformes/notothenioidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chionodraco rastrospinosus,ocellated icefish,chionodraco,NA,channichthyidae,perciformes/notothenioidei,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chionoecetes,tanner crabs nei,chionoecetes,NA,oregoniidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chionoecetes bairdi,tanner crab,chionoecetes,NA,oregoniidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chionoecetes japonicus,red snow crab,chionoecetes,NA,oregoniidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chionoecetes opilio,queen crab,chionoecetes,NA,oregoniidae,decapoda,malacostraca,NA,arthropoda,animalia,"Crabs, sea-spiders"
chirocentrus,wolf-herrings nei,chirocentrus,NA,chirocentridae,clupeiformes,actinopterygii,osteichthyes,chordata,animalia,"Herrings, sardines, anchovies"
chirocentrus dorab,dorab wolf-herring,chirocentrus,NA,chirocentridae,clupeiformes,actinopterygii,osteichthyes,chordata,animalia,"Herrings, sardines, anchovies"
chirocentrus nudus,whitefin wolf-herring,chirocentrus,NA,chirocentridae,clupeiformes,actinopterygii,osteichthyes,chordata,animalia,"Herrings, sardines, anchovies"
chirostoma,,chirostoma,menidiinae,atherinopsidae,atheriniformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
chiroteuthis veranii,verany's long-armed squid,chiroteuthis,NA,chiroteuthidae,oegopsida,cephalopoda,NA,mollusca,animalia,NA
chitala chitala,clown knifefish,chitala,notopterinae,notopteridae,osteoglossiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
chitala lopis,giant featherback,chitala,notopterinae,notopteridae,osteoglossiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
chiton,chitons nei,chiton,NA,chitonidae,chitonida,polyplacophora,NA,mollusca,animalia,Miscellaneous marine molluscs
chitonidae,chitons,NA,NA,chitonidae,chitonida,polyplacophora,NA,mollusca,animalia,NA
chlamys,cloak scallops,chlamys,NA,pectinidae,pectinida,bivalvia,NA,mollusca,animalia,NA
chlamys delicatula,delicate scallop,chlamys,NA,pectinidae,pectinida,bivalvia,NA,mollusca,animalia,"Scallops, pectens"
chlamys islandica,iceland scallop,chlamys,NA,pectinidae,pectinida,bivalvia,NA,mollusca,animalia,"Scallops, pectens"
chlorophthalmidae,greeneyes,NA,NA,chlorophthalmidae,aulopiformes,teleostei,osteichthyes,chordata,animalia,NA
chlorophthalmus agassizi,shortnose greeneye,chlorophthalmus,NA,chlorophthalmidae,aulopiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous demersal fishes
chloroscombrus chrysurus,atlantic bumper,chloroscombrus,caranginae,carangidae,carangiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
chloroscombrus orqueta,pacific bumper,chloroscombrus,caranginae,carangidae,carangiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous pelagic fishes
chlorurus frontalis,pacific slopehead parrotfish,chlorurus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chlorurus japanensis,palecheek parrotfish,chlorurus,scarinae,scaridae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chlorurus microrhinos,steephead parrotfish,chlorurus,scarinae,scaridae,eupercaria/misc,teleostei,osteichthyes,chordata,animalia,NA
chlorurus sordidus,daisy parrotfish,chlorurus,scarinae,scaridae,eupercaria/misc,teleostei,osteichthyes,chordata,animalia,NA
chondrichthyes,cartilaginous fishes nei,NA,NA,NA,NA,NA,chondrichthyes,NA,animalia,"Sharks, rays, chimaeras"
chondrostoma nasus,common nase,chondrostoma,leuciscinae,leuciscidae,cypriniformes,actinopterygii,osteichthyes,chordata,animalia,"Carps, barbels and other cyprinids"
choromytilus chorus,choro mussel,choromytilus,NA,mytilidae,mytilida,bivalvia,NA,mollusca,animalia,Mussels
chromileptes altivelis,humpback grouper,chromileptes,NA,epinephelidae,perciformes/serranoidei,teleostei,osteichthyes,chordata,animalia,NA
chromis chromis,damselfish,chromis,pomacentrinae,pomacentridae,ovalentaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chromis crusma,valparaiso chromis,chromis,pomacentrinae,pomacentridae,ovalentaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chromis insolata,sunshinefish,chromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,chordata,animalia,NA
chromis intercrusma,peruvian chromis,chromis,pomacentrinae,pomacentridae,ovalentaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chromis limbata,azores chromis,chromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,chordata,animalia,NA
chromis scotti,purple reeffish,chromis,chrominae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,chordata,animalia,NA
chromobotia macracanthus,clown loach,chromobotia,botiinae,botiidae,cypriniformes,actinopterygii,osteichthyes,chordata,animalia,"Carps, barbels and other cyprinids"
chromogobius quadrivittatus,chestnut goby,chromogobius,gobiinae,gobiidae,gobiiformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chrysaora plocamia,,chrysaora,NA,pelagiidae,semaeostomeae,scyphozoa,NA,cnidaria,animalia,Miscellaneous aquatic invertebrates
chrysichthys,black catfishes nei,chrysichthys,claroteinae,claroteidae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
chrysichthys brachynema,kibonde,chrysichthys,claroteinae,claroteidae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
chrysichthys nigrodigitatus,bagrid catfish,chrysichthys,claroteinae,claroteidae,siluriformes,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous freshwater fishes
chrysoblephus,daggerhead breams nei,chrysoblephus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
chrysoblephus puniceus,slinger seabream,chrysoblephus,NA,sparidae,eupercaria/misc,actinopterygii,osteichthyes,chordata,animalia,Miscellaneous coastal fishes
cichla,,cichla,cichlinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
cichla monoculus,,cichla,cichlinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
cichla ocellaris,peacock cichlid,cichla,cichlinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
cichlasoma,cichlasoma nei,cichlasoma,cichlasomatinae,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
cichlidae,cichlids nei,NA,NA,cichlidae,cichliformes,actinopterygii,osteichthyes,chordata,animalia,Tilapias and other cichlids
ciliata mustela,fivebeard rockling,ciliata,NA,gaidropsaridae,gadiformes,actinopterygii,osteichthyes,chordata,animalia,"Cods, hakes, haddocks"
